Date	Time	Longitude	Latitude	Block	Season	Year	Month
2007-12-09	08:12:55	126.21932	-9.89265	ALB	Spring	2007	September
2007-12-09	08:13:55	126.22013	-9.8935	ALB	Spring	2007	September
2007-12-09	08:14:55	126.22098	-9.8944	ALB	Spring	2007	September
2007-12-09	08:15:55	126.22178	-9.89531	ALB	Spring	2007	September
2007-12-09	08:16:55	126.22263	-9.89622	ALB	Spring	2007	September
2007-12-09	08:17:55	126.2235	-9.89712	ALB	Spring	2007	September
2007-12-09	08:18:55	126.22435	-9.89799	ALB	Spring	2007	September
2007-12-09	08:19:55	126.22519	-9.89889	ALB	Spring	2007	September
2007-12-09	08:20:55	126.22607	-9.89976	ALB	Spring	2007	September
2007-12-09	08:21:55	126.22689	-9.90065	ALB	Spring	2007	September
2007-12-09	08:22:55	126.22774	-9.90153	ALB	Spring	2007	September
2007-12-09	08:23:55	126.22861	-9.90239	ALB	Spring	2007	September
2007-12-09	08:24:55	126.22948	-9.90326	ALB	Spring	2007	September
2007-12-09	08:25:55	126.23036	-9.90416	ALB	Spring	2007	September
2007-12-09	08:26:55	126.2312	-9.90503	ALB	Spring	2007	September
2007-12-09	08:27:55	126.23203	-9.9059	ALB	Spring	2007	September
2007-12-09	08:28:55	126.2329	-9.90678	ALB	Spring	2007	September
2007-12-09	08:29:55	126.23375	-9.90765	ALB	Spring	2007	September
2007-12-09	08:30:55	126.23461	-9.90853	ALB	Spring	2007	September
2007-12-09	08:31:55	126.2354	-9.90943	ALB	Spring	2007	September
2007-12-09	08:32:55	126.23627	-9.91031	ALB	Spring	2007	September
2007-12-09	08:33:55	126.2371	-9.9112	ALB	Spring	2007	September
2007-12-09	08:34:55	126.23798	-9.9121	ALB	Spring	2007	September
2007-12-09	08:35:55	126.23884	-9.91299	ALB	Spring	2007	September
2007-12-09	08:36:55	126.23967	-9.91384	ALB	Spring	2007	September
2007-12-09	08:37:55	126.24055	-9.91472	ALB	Spring	2007	September
2007-12-09	08:38:55	126.24137	-9.91563	ALB	Spring	2007	September
2007-12-09	08:39:55	126.24225	-9.91653	ALB	Spring	2007	September
2007-12-09	08:40:55	126.24309	-9.91743	ALB	Spring	2007	September
2007-12-09	08:41:55	126.24392	-9.91835	ALB	Spring	2007	September
2007-12-09	08:42:55	126.24479	-9.91927	ALB	Spring	2007	September
2007-12-09	08:43:55	126.24564	-9.92018	ALB	Spring	2007	September
2007-12-09	08:44:55	126.24648	-9.92112	ALB	Spring	2007	September
2007-12-09	08:45:55	126.24734	-9.92204	ALB	Spring	2007	September
2007-12-09	08:46:55	126.24819	-9.92297	ALB	Spring	2007	September
2007-12-09	08:47:55	126.24903	-9.9239	ALB	Spring	2007	September
2007-12-09	08:48:55	126.24987	-9.92482	ALB	Spring	2007	September
2007-12-09	08:49:55	126.25072	-9.92576	ALB	Spring	2007	September
2007-12-09	08:50:55	126.25156	-9.92669	ALB	Spring	2007	September
2007-12-09	08:51:55	126.25241	-9.92763	ALB	Spring	2007	September
2007-12-09	08:52:55	126.25325	-9.92854	ALB	Spring	2007	September
2007-12-09	08:53:55	126.25409	-9.92947	ALB	Spring	2007	September
2007-12-09	08:54:55	126.25496	-9.9304	ALB	Spring	2007	September
2007-12-09	08:55:55	126.25584	-9.9313	ALB	Spring	2007	September
2007-12-09	08:56:55	126.25672	-9.93221	ALB	Spring	2007	September
2007-12-09	08:57:55	126.25758	-9.93311	ALB	Spring	2007	September
2007-12-09	08:58:55	126.25844	-9.93405	ALB	Spring	2007	September
2007-12-09	08:59:55	126.25931	-9.93498	ALB	Spring	2007	September
2007-12-09	09:00:55	126.26015	-9.93592	ALB	Spring	2007	September
2007-12-09	09:01:55	126.26101	-9.93682	ALB	Spring	2007	September
2007-12-09	09:02:55	126.2619	-9.93774	ALB	Spring	2007	September
2007-12-09	09:03:55	126.26275	-9.93867	ALB	Spring	2007	September
2007-12-09	09:04:55	126.2636	-9.93958	ALB	Spring	2007	September
2007-12-09	09:05:55	126.26445	-9.9405	ALB	Spring	2007	September
2007-12-09	09:06:55	126.26533	-9.94138	ALB	Spring	2007	September
2007-12-09	09:07:55	126.26616	-9.94232	ALB	Spring	2007	September
2007-12-09	09:08:55	126.26704	-9.94323	ALB	Spring	2007	September
2007-12-09	09:09:55	126.2679	-9.94413	ALB	Spring	2007	September
2007-12-09	09:10:55	126.26874	-9.945	ALB	Spring	2007	September
2007-12-09	09:11:55	126.26957	-9.94592	ALB	Spring	2007	September
2007-12-09	09:12:55	126.2704	-9.94689	ALB	Spring	2007	September
2007-12-09	09:13:55	126.27126	-9.94781	ALB	Spring	2007	September
2007-12-09	09:14:55	126.27211	-9.94872	ALB	Spring	2007	September
2007-12-09	09:15:55	126.27294	-9.94962	ALB	Spring	2007	September
2007-12-09	09:16:55	126.27376	-9.95054	ALB	Spring	2007	September
2007-12-09	09:17:55	126.27462	-9.95142	ALB	Spring	2007	September
2007-12-09	09:18:55	126.27544	-9.95232	ALB	Spring	2007	September
2007-12-09	09:19:55	126.27631	-9.95326	ALB	Spring	2007	September
2007-12-09	09:20:55	126.27715	-9.95417	ALB	Spring	2007	September
2007-12-09	09:21:55	126.27799	-9.95507	ALB	Spring	2007	September
2007-12-09	09:22:55	126.27886	-9.95599	ALB	Spring	2007	September
2007-12-09	09:23:26	126.27931	-9.95649	ALB	Spring	2007	September
2007-12-09	09:37:07	126.29091	-9.96928	ALB	Spring	2007	September
2007-12-09	09:38:07	126.29178	-9.97021	ALB	Spring	2007	September
2007-12-09	09:39:07	126.29265	-9.97115	ALB	Spring	2007	September
2007-12-09	09:40:07	126.29351	-9.97209	ALB	Spring	2007	September
2007-12-09	09:41:07	126.29436	-9.97301	ALB	Spring	2007	September
2007-12-09	09:42:07	126.29523	-9.97395	ALB	Spring	2007	September
2007-12-09	09:43:07	126.29609	-9.97489	ALB	Spring	2007	September
2007-12-09	09:44:07	126.29693	-9.97585	ALB	Spring	2007	September
2007-12-09	09:45:07	126.2978	-9.97681	ALB	Spring	2007	September
2007-12-09	09:46:07	126.29868	-9.97775	ALB	Spring	2007	September
2007-12-09	09:47:07	126.29954	-9.9787	ALB	Spring	2007	September
2007-12-09	09:48:07	126.30038	-9.97963	ALB	Spring	2007	September
2007-12-09	09:49:07	126.30121	-9.98057	ALB	Spring	2007	September
2007-12-09	09:50:07	126.3021	-9.98149	ALB	Spring	2007	September
2007-12-09	09:51:07	126.30294	-9.98243	ALB	Spring	2007	September
2007-12-09	09:52:07	126.30381	-9.98337	ALB	Spring	2007	September
2007-12-09	09:53:07	126.30467	-9.98433	ALB	Spring	2007	September
2007-12-09	09:54:07	126.30555	-9.98529	ALB	Spring	2007	September
2007-12-09	09:55:07	126.30643	-9.98622	ALB	Spring	2007	September
2007-12-09	09:56:07	126.30733	-9.98717	ALB	Spring	2007	September
2007-12-09	09:57:07	126.30819	-9.98812	ALB	Spring	2007	September
2007-12-09	09:58:07	126.30907	-9.98899	ALB	Spring	2007	September
2007-12-09	09:59:07	126.30996	-9.98994	ALB	Spring	2007	September
2007-12-09	10:00:07	126.31084	-9.99085	ALB	Spring	2007	September
2007-12-09	10:01:07	126.31169	-9.99178	ALB	Spring	2007	September
2007-12-09	10:02:07	126.31255	-9.99273	ALB	Spring	2007	September
2007-12-09	10:03:07	126.31342	-9.99364	ALB	Spring	2007	September
2007-12-09	10:04:07	126.31426	-9.99456	ALB	Spring	2007	September
2007-12-09	10:05:07	126.31511	-9.99553	ALB	Spring	2007	September
2007-12-09	10:06:07	126.31597	-9.99644	ALB	Spring	2007	September
2007-12-09	10:07:07	126.31682	-9.99737	ALB	Spring	2007	September
2007-12-09	10:08:07	126.31769	-9.99833	ALB	Spring	2007	September
2007-12-09	10:09:07	126.31855	-9.99927	ALB	Spring	2007	September
2007-12-09	10:10:07	126.3194	-10.00023	ALB	Spring	2007	September
2007-12-09	10:11:07	126.32028	-10.00115	ALB	Spring	2007	September
2007-12-09	10:12:07	126.32115	-10.00207	ALB	Spring	2007	September
2007-12-09	10:13:07	126.32201	-10.00301	ALB	Spring	2007	September
2007-12-09	10:14:07	126.32288	-10.00393	ALB	Spring	2007	September
2007-12-09	10:15:07	126.32371	-10.00489	ALB	Spring	2007	September
2007-12-09	10:16:07	126.3246	-10.00581	ALB	Spring	2007	September
2007-12-09	10:17:07	126.32546	-10.00675	ALB	Spring	2007	September
2007-12-09	10:18:07	126.32632	-10.0077	ALB	Spring	2007	September
2007-12-09	10:19:07	126.32716	-10.00864	ALB	Spring	2007	September
2007-12-09	10:20:07	126.32801	-10.00958	ALB	Spring	2007	September
2007-12-09	10:21:07	126.32887	-10.01052	ALB	Spring	2007	September
2007-12-09	10:22:07	126.32972	-10.01148	ALB	Spring	2007	September
2007-12-09	10:23:07	126.33057	-10.01242	ALB	Spring	2007	September
2007-12-09	10:24:07	126.33142	-10.01336	ALB	Spring	2007	September
2007-12-09	10:25:07	126.3323	-10.0143	ALB	Spring	2007	September
2007-12-09	10:26:07	126.33312	-10.01523	ALB	Spring	2007	September
2007-12-09	10:27:07	126.33385	-10.01617	ALB	Spring	2007	September
2007-12-09	10:28:07	126.33452	-10.01712	ALB	Spring	2007	September
2007-12-09	10:29:07	126.33519	-10.01803	ALB	Spring	2007	September
2007-12-09	10:30:07	126.33577	-10.01903	ALB	Spring	2007	September
2007-12-09	10:31:07	126.33631	-10.02008	ALB	Spring	2007	September
2007-12-09	10:32:07	126.3368	-10.02112	ALB	Spring	2007	September
2007-12-09	10:33:07	126.33725	-10.02218	ALB	Spring	2007	September
2007-12-09	10:34:07	126.33766	-10.02322	ALB	Spring	2007	September
2007-12-09	10:35:07	126.33802	-10.0243	ALB	Spring	2007	September
2007-12-09	10:36:07	126.33839	-10.02541	ALB	Spring	2007	September
2007-12-09	10:37:07	126.33872	-10.02651	ALB	Spring	2007	September
2007-12-09	10:38:07	126.33898	-10.02761	ALB	Spring	2007	September
2007-12-09	10:39:07	126.33921	-10.02873	ALB	Spring	2007	September
2007-12-09	10:40:07	126.33943	-10.02989	ALB	Spring	2007	September
2007-12-09	10:41:07	126.33962	-10.03103	ALB	Spring	2007	September
2007-12-09	10:42:07	126.33978	-10.0322	ALB	Spring	2007	September
2007-12-09	10:43:07	126.33993	-10.0334	ALB	Spring	2007	September
2007-12-09	10:44:07	126.34002	-10.03457	ALB	Spring	2007	September
2007-12-09	10:45:07	126.34005	-10.03576	ALB	Spring	2007	September
2007-12-09	10:46:07	126.34003	-10.03698	ALB	Spring	2007	September
2007-12-09	10:47:07	126.33998	-10.0382	ALB	Spring	2007	September
2007-12-09	10:48:07	126.33988	-10.03941	ALB	Spring	2007	September
2007-12-09	10:49:07	126.33975	-10.04062	ALB	Spring	2007	September
2007-12-09	10:50:07	126.33956	-10.04183	ALB	Spring	2007	September
2007-12-09	10:51:07	126.33935	-10.04303	ALB	Spring	2007	September
2007-12-09	10:52:07	126.33912	-10.04424	ALB	Spring	2007	September
2007-12-09	10:53:07	126.33886	-10.04544	ALB	Spring	2007	September
2007-12-09	10:54:07	126.33856	-10.04663	ALB	Spring	2007	September
2007-12-09	10:55:07	126.3382	-10.04781	ALB	Spring	2007	September
2007-12-09	10:56:07	126.33777	-10.04896	ALB	Spring	2007	September
2007-12-09	10:57:07	126.33734	-10.05014	ALB	Spring	2007	September
2007-12-09	10:58:01	126.3369	-10.05117	ALB	Spring	2007	September
2007-12-09	11:37:00	126.29857	-10.08258	ALB	Spring	2007	September
2007-12-09	11:38:00	126.29728	-10.08292	ALB	Spring	2007	September
2007-12-09	11:39:00	126.29607	-10.08324	ALB	Spring	2007	September
2007-12-09	11:40:00	126.29477	-10.08346	ALB	Spring	2007	September
2007-12-09	11:41:00	126.2935	-10.08367	ALB	Spring	2007	September
2007-12-09	11:42:00	126.29219	-10.08383	ALB	Spring	2007	September
2007-12-09	11:43:00	126.29092	-10.08395	ALB	Spring	2007	September
2007-12-09	11:44:00	126.28962	-10.08404	ALB	Spring	2007	September
2007-12-09	11:45:00	126.28832	-10.08405	ALB	Spring	2007	September
2007-12-09	11:46:00	126.287	-10.08402	ALB	Spring	2007	September
2007-12-09	11:47:00	126.28572	-10.08396	ALB	Spring	2007	September
2007-12-09	11:48:00	126.28442	-10.08384	ALB	Spring	2007	September
2007-12-09	11:49:00	126.2831	-10.08368	ALB	Spring	2007	September
2007-12-09	11:50:00	126.28179	-10.08346	ALB	Spring	2007	September
2007-12-09	11:51:00	126.28048	-10.08321	ALB	Spring	2007	September
2007-12-09	11:52:00	126.27922	-10.08291	ALB	Spring	2007	September
2007-12-09	11:53:00	126.27796	-10.08256	ALB	Spring	2007	September
2007-12-09	11:54:00	126.27669	-10.08216	ALB	Spring	2007	September
2007-12-09	11:55:00	126.27541	-10.08172	ALB	Spring	2007	September
2007-12-09	11:56:00	126.27416	-10.08124	ALB	Spring	2007	September
2007-12-09	11:57:00	126.27287	-10.08069	ALB	Spring	2007	September
2007-12-09	11:58:00	126.27167	-10.0801	ALB	Spring	2007	September
2007-12-09	11:59:00	126.2705	-10.07947	ALB	Spring	2007	September
2007-12-09	12:00:00	126.26933	-10.07879	ALB	Spring	2007	September
2007-12-09	12:01:00	126.26818	-10.07808	ALB	Spring	2007	September
2007-12-09	12:02:00	126.26709	-10.07733	ALB	Spring	2007	September
2007-12-09	12:03:00	126.26609	-10.07656	ALB	Spring	2007	September
2007-12-09	12:04:00	126.26503	-10.07571	ALB	Spring	2007	September
2007-12-09	12:05:00	126.26401	-10.07484	ALB	Spring	2007	September
2007-12-09	12:06:00	126.26301	-10.07389	ALB	Spring	2007	September
2007-12-09	12:07:00	126.26207	-10.07296	ALB	Spring	2007	September
2007-12-09	12:08:00	126.2612	-10.07201	ALB	Spring	2007	September
2007-12-09	12:09:00	126.26033	-10.07106	ALB	Spring	2007	September
2007-12-09	12:10:00	126.25944	-10.07012	ALB	Spring	2007	September
2007-12-09	12:11:00	126.25855	-10.0692	ALB	Spring	2007	September
2007-12-09	12:12:00	126.25762	-10.06827	ALB	Spring	2007	September
2007-12-09	12:13:00	126.25672	-10.06736	ALB	Spring	2007	September
2007-12-09	12:14:00	126.2558	-10.06642	ALB	Spring	2007	September
2007-12-09	12:15:00	126.25493	-10.06552	ALB	Spring	2007	September
2007-12-09	12:15:08	126.25481	-10.06539	ALB	Spring	2007	September
2007-12-09	13:24:25	126.19125	-9.99838	ALB	Spring	2007	September
2007-12-09	13:25:25	126.19037	-9.99737	ALB	Spring	2007	September
2007-12-09	13:26:25	126.18947	-9.99638	ALB	Spring	2007	September
2007-12-09	13:27:25	126.1886	-9.99541	ALB	Spring	2007	September
2007-12-09	13:28:25	126.1877	-9.99441	ALB	Spring	2007	September
2007-12-09	13:29:25	126.18682	-9.99341	ALB	Spring	2007	September
2007-12-09	13:30:25	126.18593	-9.99242	ALB	Spring	2007	September
2007-12-09	13:31:25	126.18503	-9.99144	ALB	Spring	2007	September
2007-12-09	13:32:25	126.18412	-9.99047	ALB	Spring	2007	September
2007-12-09	13:33:25	126.18321	-9.98947	ALB	Spring	2007	September
2007-12-09	13:34:25	126.18229	-9.98845	ALB	Spring	2007	September
2007-12-09	13:35:25	126.18136	-9.98753	ALB	Spring	2007	September
2007-12-09	13:36:25	126.18046	-9.98651	ALB	Spring	2007	September
2007-12-09	13:37:25	126.17957	-9.98548	ALB	Spring	2007	September
2007-12-09	13:38:25	126.17866	-9.98449	ALB	Spring	2007	September
2007-12-09	13:39:25	126.17775	-9.98351	ALB	Spring	2007	September
2007-12-09	13:40:25	126.17686	-9.98265	ALB	Spring	2007	September
2007-12-09	13:41:25	126.17596	-9.98185	ALB	Spring	2007	September
2007-12-09	13:42:25	126.17502	-9.98109	ALB	Spring	2007	September
2007-12-09	13:43:25	126.17406	-9.98039	ALB	Spring	2007	September
2007-12-09	13:44:25	126.17307	-9.97969	ALB	Spring	2007	September
2007-12-09	13:45:25	126.17205	-9.97905	ALB	Spring	2007	September
2007-12-09	13:46:25	126.17101	-9.97851	ALB	Spring	2007	September
2007-12-09	13:47:25	126.16991	-9.97802	ALB	Spring	2007	September
2007-12-09	13:48:25	126.16881	-9.97761	ALB	Spring	2007	September
2007-12-09	13:49:25	126.16771	-9.9773	ALB	Spring	2007	September
2007-12-09	13:50:25	126.16655	-9.97704	ALB	Spring	2007	September
2007-12-09	13:51:25	126.16535	-9.97679	ALB	Spring	2007	September
2007-12-09	13:52:25	126.16414	-9.97661	ALB	Spring	2007	September
2007-12-09	13:53:25	126.16293	-9.97642	ALB	Spring	2007	September
2007-12-09	13:54:25	126.16172	-9.97631	ALB	Spring	2007	September
2007-12-09	13:55:25	126.16048	-9.97621	ALB	Spring	2007	September
2007-12-09	13:56:25	126.15925	-9.97613	ALB	Spring	2007	September
2007-12-09	13:57:25	126.15805	-9.97603	ALB	Spring	2007	September
2007-12-09	13:58:25	126.15684	-9.97584	ALB	Spring	2007	September
2007-12-09	13:59:25	126.15562	-9.97569	ALB	Spring	2007	September
2007-12-09	14:00:25	126.15436	-9.97548	ALB	Spring	2007	September
2007-12-09	14:01:25	126.15314	-9.97524	ALB	Spring	2007	September
2007-12-09	14:02:25	126.15193	-9.97501	ALB	Spring	2007	September
2007-12-09	14:03:25	126.15073	-9.97471	ALB	Spring	2007	September
2007-12-09	14:04:25	126.14955	-9.97436	ALB	Spring	2007	September
2007-12-09	14:05:25	126.14835	-9.97397	ALB	Spring	2007	September
2007-12-09	14:06:25	126.14719	-9.97352	ALB	Spring	2007	September
2007-12-09	14:07:25	126.14605	-9.97307	ALB	Spring	2007	September
2007-12-09	14:08:25	126.1449	-9.97254	ALB	Spring	2007	September
2007-12-09	14:09:25	126.14384	-9.972	ALB	Spring	2007	September
2007-12-09	14:10:25	126.14277	-9.9714	ALB	Spring	2007	September
2007-12-09	14:11:25	126.14174	-9.97071	ALB	Spring	2007	September
2007-12-09	14:12:25	126.14076	-9.96999	ALB	Spring	2007	September
2007-12-09	14:13:25	126.13982	-9.96921	ALB	Spring	2007	September
2007-12-09	14:14:25	126.13897	-9.96833	ALB	Spring	2007	September
2007-12-09	14:15:25	126.13819	-9.96742	ALB	Spring	2007	September
2007-12-09	14:16:25	126.13747	-9.96644	ALB	Spring	2007	September
2007-12-09	14:17:25	126.1367	-9.96546	ALB	Spring	2007	September
2007-12-09	14:18:25	126.13588	-9.96449	ALB	Spring	2007	September
2007-12-09	14:19:25	126.13503	-9.96351	ALB	Spring	2007	September
2007-12-09	14:20:25	126.1342	-9.96248	ALB	Spring	2007	September
2007-12-09	14:21:25	126.13334	-9.96144	ALB	Spring	2007	September
2007-12-09	14:22:25	126.13253	-9.96043	ALB	Spring	2007	September
2007-12-09	14:23:25	126.13169	-9.95938	ALB	Spring	2007	September
2007-12-09	14:24:25	126.13087	-9.95836	ALB	Spring	2007	September
2007-12-09	14:25:25	126.13004	-9.95732	ALB	Spring	2007	September
2007-12-09	14:26:25	126.12918	-9.95624	ALB	Spring	2007	September
2007-12-09	14:27:25	126.12831	-9.95518	ALB	Spring	2007	September
2007-12-09	14:28:25	126.12736	-9.95414	ALB	Spring	2007	September
2007-12-09	14:29:25	126.12646	-9.95309	ALB	Spring	2007	September
2007-12-09	14:30:25	126.12555	-9.95204	ALB	Spring	2007	September
2007-12-09	14:31:25	126.12464	-9.95098	ALB	Spring	2007	September
2007-12-09	14:32:25	126.12375	-9.9499	ALB	Spring	2007	September
2007-12-09	14:33:25	126.12283	-9.94877	ALB	Spring	2007	September
2007-12-09	14:34:25	126.12194	-9.94769	ALB	Spring	2007	September
2007-12-09	14:35:25	126.12106	-9.94657	ALB	Spring	2007	September
2007-12-09	14:36:25	126.12017	-9.94544	ALB	Spring	2007	September
2007-12-09	14:37:25	126.11923	-9.94432	ALB	Spring	2007	September
2007-12-09	14:38:25	126.11835	-9.94317	ALB	Spring	2007	September
2007-12-09	14:39:25	126.11751	-9.94208	ALB	Spring	2007	September
2007-12-09	14:40:25	126.11662	-9.94101	ALB	Spring	2007	September
2007-12-09	14:41:25	126.11573	-9.93996	ALB	Spring	2007	September
2007-12-09	14:42:25	126.11487	-9.93889	ALB	Spring	2007	September
2007-12-09	14:43:25	126.11398	-9.93785	ALB	Spring	2007	September
2007-12-09	14:44:25	126.11308	-9.93682	ALB	Spring	2007	September
2007-12-09	14:45:25	126.11222	-9.93577	ALB	Spring	2007	September
2007-12-09	14:46:25	126.11138	-9.93471	ALB	Spring	2007	September
2007-12-09	14:47:25	126.11053	-9.93364	ALB	Spring	2007	September
2007-12-09	14:48:25	126.10966	-9.93259	ALB	Spring	2007	September
2007-12-09	14:49:25	126.10882	-9.93153	ALB	Spring	2007	September
2007-12-09	14:50:25	126.10796	-9.93047	ALB	Spring	2007	September
2007-12-09	14:51:25	126.10707	-9.92945	ALB	Spring	2007	September
2007-12-09	14:52:25	126.10616	-9.92843	ALB	Spring	2007	September
2007-12-09	14:53:25	126.10527	-9.92744	ALB	Spring	2007	September
2007-12-09	14:54:25	126.10436	-9.92638	ALB	Spring	2007	September
2007-12-09	14:55:25	126.10346	-9.92539	ALB	Spring	2007	September
2007-12-09	14:56:25	126.10257	-9.92433	ALB	Spring	2007	September
2007-12-09	14:57:25	126.10164	-9.92329	ALB	Spring	2007	September
2007-12-09	14:58:25	126.10071	-9.92231	ALB	Spring	2007	September
2007-12-09	14:59:25	126.09978	-9.9213	ALB	Spring	2007	September
2007-12-09	15:00:25	126.09885	-9.9203	ALB	Spring	2007	September
2007-12-09	15:01:25	126.09789	-9.91931	ALB	Spring	2007	September
2007-12-09	15:02:25	126.09694	-9.91834	ALB	Spring	2007	September
2007-12-09	15:03:25	126.09596	-9.91734	ALB	Spring	2007	September
2007-12-09	15:04:25	126.09502	-9.91637	ALB	Spring	2007	September
2007-12-09	15:05:25	126.09407	-9.91535	ALB	Spring	2007	September
2007-12-09	15:06:25	126.09311	-9.91434	ALB	Spring	2007	September
2007-12-09	15:07:25	126.09212	-9.91332	ALB	Spring	2007	September
2007-12-09	15:08:25	126.09113	-9.91232	ALB	Spring	2007	September
2007-12-09	15:09:25	126.09015	-9.91133	ALB	Spring	2007	September
2007-12-09	15:10:25	126.08915	-9.91034	ALB	Spring	2007	September
2007-12-09	15:11:25	126.08816	-9.90934	ALB	Spring	2007	September
2007-12-09	15:12:25	126.08721	-9.90834	ALB	Spring	2007	September
2007-12-09	15:13:25	126.08626	-9.90731	ALB	Spring	2007	September
2007-12-09	15:14:25	126.08532	-9.90625	ALB	Spring	2007	September
2007-12-09	15:15:25	126.08436	-9.90519	ALB	Spring	2007	September
2007-12-09	15:16:25	126.08339	-9.90416	ALB	Spring	2007	September
2007-12-09	15:17:25	126.08242	-9.90312	ALB	Spring	2007	September
2007-12-09	15:18:25	126.08146	-9.90208	ALB	Spring	2007	September
2007-12-09	15:19:25	126.08053	-9.90102	ALB	Spring	2007	September
2007-12-09	15:20:25	126.0796	-9.89997	ALB	Spring	2007	September
2007-12-09	15:21:25	126.07864	-9.89892	ALB	Spring	2007	September
2007-12-09	15:22:25	126.07772	-9.89785	ALB	Spring	2007	September
2007-12-09	15:23:25	126.07679	-9.89679	ALB	Spring	2007	September
2007-12-09	15:24:25	126.07585	-9.89577	ALB	Spring	2007	September
2007-12-09	15:25:25	126.07488	-9.89474	ALB	Spring	2007	September
2007-12-09	15:26:25	126.07391	-9.89371	ALB	Spring	2007	September
2007-12-09	15:27:25	126.07295	-9.89264	ALB	Spring	2007	September
2007-12-09	15:28:25	126.07204	-9.89156	ALB	Spring	2007	September
2007-12-09	15:29:25	126.07119	-9.89045	ALB	Spring	2007	September
2007-12-09	15:30:25	126.07033	-9.88935	ALB	Spring	2007	September
2007-12-09	15:31:25	126.06955	-9.88819	ALB	Spring	2007	September
2007-12-09	15:32:25	126.06879	-9.88701	ALB	Spring	2007	September
2007-12-09	15:33:25	126.06814	-9.8858	ALB	Spring	2007	September
2007-12-09	15:34:25	126.06755	-9.88454	ALB	Spring	2007	September
2007-12-09	15:35:25	126.06703	-9.88327	ALB	Spring	2007	September
2007-12-09	15:36:25	126.06657	-9.88198	ALB	Spring	2007	September
2007-12-09	15:37:25	126.06614	-9.88067	ALB	Spring	2007	September
2007-12-09	15:38:25	126.06576	-9.87937	ALB	Spring	2007	September
2007-12-09	15:39:25	126.06544	-9.87806	ALB	Spring	2007	September
2007-12-09	15:40:25	126.06521	-9.87673	ALB	Spring	2007	September
2007-12-09	15:41:25	126.06502	-9.87541	ALB	Spring	2007	September
2007-12-09	15:42:25	126.06487	-9.87408	ALB	Spring	2007	September
2007-12-09	15:43:25	126.06478	-9.87276	ALB	Spring	2007	September
2007-12-09	15:44:25	126.06473	-9.87145	ALB	Spring	2007	September
2007-12-09	15:45:25	126.06473	-9.87014	ALB	Spring	2007	September
2007-12-09	15:46:25	126.06482	-9.86883	ALB	Spring	2007	September
2007-12-09	15:47:25	126.06495	-9.86755	ALB	Spring	2007	September
2007-12-09	15:48:25	126.06511	-9.86626	ALB	Spring	2007	September
2007-12-09	15:49:25	126.06531	-9.86498	ALB	Spring	2007	September
2007-12-09	15:50:25	126.06554	-9.86373	ALB	Spring	2007	September
2007-12-09	15:51:25	126.06583	-9.86248	ALB	Spring	2007	September
2007-12-09	15:52:25	126.06612	-9.86127	ALB	Spring	2007	September
2007-12-09	15:53:25	126.06652	-9.86006	ALB	Spring	2007	September
2007-12-09	15:54:25	126.06693	-9.85886	ALB	Spring	2007	September
2007-12-09	15:55:25	126.06735	-9.85769	ALB	Spring	2007	September
2007-12-09	15:56:25	126.06779	-9.85654	ALB	Spring	2007	September
2007-12-09	15:57:25	126.06829	-9.85542	ALB	Spring	2007	September
2007-12-09	15:58:25	126.06888	-9.85432	ALB	Spring	2007	September
2007-12-09	15:59:25	126.06946	-9.85325	ALB	Spring	2007	September
2007-12-09	16:00:25	126.07005	-9.85219	ALB	Spring	2007	September
2007-12-09	16:01:25	126.0707	-9.85117	ALB	Spring	2007	September
2007-12-09	16:02:25	126.07135	-9.85018	ALB	Spring	2007	September
2007-12-09	16:03:25	126.07206	-9.84922	ALB	Spring	2007	September
2007-12-09	16:04:25	126.07281	-9.84829	ALB	Spring	2007	September
2007-12-09	16:05:25	126.07359	-9.84738	ALB	Spring	2007	September
2007-12-09	16:06:25	126.0744	-9.84649	ALB	Spring	2007	September
2007-12-09	16:07:25	126.07523	-9.84564	ALB	Spring	2007	September
2007-12-09	16:08:25	126.07606	-9.84484	ALB	Spring	2007	September
2007-12-09	16:09:25	126.07693	-9.84406	ALB	Spring	2007	September
2007-12-09	16:10:25	126.07782	-9.84329	ALB	Spring	2007	September
2007-12-09	16:11:25	126.07879	-9.84257	ALB	Spring	2007	September
2007-12-09	16:12:25	126.07976	-9.84189	ALB	Spring	2007	September
2007-12-09	16:13:25	126.08075	-9.84126	ALB	Spring	2007	September
2007-12-09	16:14:25	126.08169	-9.84063	ALB	Spring	2007	September
2007-12-09	16:15:25	126.08272	-9.84006	ALB	Spring	2007	September
2007-12-09	16:16:25	126.08371	-9.8395	ALB	Spring	2007	September
2007-12-09	16:17:25	126.08473	-9.83901	ALB	Spring	2007	September
2007-12-09	16:18:25	126.08575	-9.83853	ALB	Spring	2007	September
2007-12-09	16:19:25	126.08684	-9.83811	ALB	Spring	2007	September
2007-12-09	16:20:25	126.08788	-9.83771	ALB	Spring	2007	September
2007-12-09	16:21:25	126.08893	-9.83735	ALB	Spring	2007	September
2007-12-09	16:22:25	126.09001	-9.83702	ALB	Spring	2007	September
2007-12-09	16:23:25	126.0911	-9.83672	ALB	Spring	2007	September
2007-12-09	16:24:25	126.0922	-9.83647	ALB	Spring	2007	September
2007-12-09	16:25:25	126.09332	-9.83623	ALB	Spring	2007	September
2007-12-09	16:26:25	126.09442	-9.83605	ALB	Spring	2007	September
